,0,1,2,3,4,5,6,7,8,9
123,ECE,2750,Robot Ethics,Park Atkinson Doing,11:25AM,12:40PM,Hollister Hall 110,"Covers the ethics of intelligent autonomous systems. Fulfills liberal studies credit – is not an ECE technical elective. As technologies and algorithms that can autonomously take in information, make decisions, and act on those decisions become more and more prevalent, questions arise as to the moral and ethical aspects of their use. What are the philosophical foundations for a new Robot Ethics? Topics covered include social and therapeutic robotics, search and rescue, surveillance, military decision making, financial markets, social media, robot artists, robot scientists, automation, medical robotics, and policing, among others.",Prerequisite: a First-Year Writing Seminar.,Spring.
124,ECE,3100,Introduction to Probability and Inference for Random Signals and Systems,Qing  Zhao,09:40AM,10:55AM,Olin Hall 155,"Probability theory is a mathematical discipline that allows one to reason about uncertainty: it helps us to predict uncertain events, to make better decisions under uncertainty, and to design and build systems that must operate in uncertain environments. This course will serve as an introduction to the subject on the modeling and analysis of random phenomena and processes, including the basics of statistical inference in the presence of uncertainty. Topics include probability models, combinatorics, countable and uncountable sample spaces, discrete random variables, probability mass functions, continuous random variables, probability density functions, cumulative distribution functions, expectation and variance, independence and correlation, conditioning and Bayess rule, concentration inequalities, the multivariate Normal distribution, limit theorems (including the law of large numbers and the central limit theorem), Monte Carlo methods, random processes, and the basics of statistical inference. Applications to communications, networking, circuit design, computer engineering, finance, and voting will be discussed throughout the semester.","Prerequisite: MATH 2940 and PHYS 2213, or equivalent.",Spring.
125,ECE,3140,Embedded Systems,Nils  Napp,01:00PM,02:15PM,Olin Hall 255,"An introduction to the design of embedded systems, with an emphasis on understanding the interaction between hardware, software, and the physical world. Topics covered include assembly language programming, interrupts, I/O, concurrency management, scheduling, resource management, and real-time constraints.",Prerequisite: ECE 2300/ENGRD 2300. Recommended prerequisite: ECE 2400/ENGRD 2140.,Spring.
126,ECE,3150,Introduction to Microelectronics,Amal  El-Ghazaly,10:10AM,11:00AM,Hollister Hall B14,"This is a comprehensive undergraduate level course on microelectronics. Topics covered include basic semiconductor physics, electrons and holes in semiconductors, electrical transport in semiconductors, PN junctions and diodes, photodetectors and solar cells, Metal-Oxide-Semiconductor (MOS) capacitors, MOS field effect transistors (FETs), bipolar junction transistors (BJTs), large signal and small signal models of electronic devices, single stage amplifiers, multistage amplifiers, differential amplifiers, analog circuit analysis and design, high-frequency models of devices, high-frequency circuit analysis, digital logic and MOS logic devices, complimentary MOS (or CMOS) logic gates, fundamental trade-offs in high speed analog and digital circuit design. The coursework includes labs and a final project.",Prerequisite: ECE 2100/ENGRD 2100.,Spring.
127,ECE,3600,Ethical Issues in Engineering Practice,Park Atkinson Doing,02:45PM,04:00PM,Phillips Hall 403,"Studies ethical issues involved in engineering practice. Explores the engineer's role in technical decision-making in organizations. Considers the engineer's relationship to the uses of technology in society, especially emerging technologies. Case studies covered include the Space Shuttle Challenger, the Space Shuttle Columbia, The Macondo Well Blowout, The Ford Pinto Case, The VW Emissions scandal, the Tesla Automatic Driving accident, Three Mile Island, Chernobyl, Fukushima, and the Bhopal case, among others. Technology topics considered include brain-machine interface, human enhancement, genetic engineering, intelligent autonomous systems, privacy and surveillance, energy technologies, and environmental issues, among others. Codes of ethics in engineering, ethical theory, philosophical models of knowledge production, and sociological models of human and technological agency are introduced to analyze these issues.",Prerequisite: one completion of First-Year Writing Seminar (FWS).,Spring.
128,ECE,4180,Autonomous Mobile Robots,Hadas  Kress-Gazit,09:40AM,10:55AM,Hollister Hall 110,"Creating robots capable of performing complex tasks autonomously requires one to address a variety of different challenges such as sensing, perception, control, planning, mechanical design, and interaction with humans. In recent years many advances have been made toward creating such systems, both in the research community (different robot challenges and competitions) and in industry (industrial, military, and domestic robots). This course gives an overview of the challenges and techniques used for creating autonomous mobile robots. Topics include sensing, localization, mapping, path planning, motion planning, obstacle and collision avoidance, and multi-robot control.",Prerequisite: MATLAB programming or permission of instructor.,Spring.
129,ECE,4271,"Evolutionary Processes, Evolutionary Algorithms, Evolutionary Games",David Forbes Delchamps,11:25AM,12:40PM,Hollister Hall B14,"Course addresses a collection of topics relevant to the modeling, analysis, simulation, and optimization of large complex multi-agent systems. Course provides a standalone introduction to discrete-time Markov chains; covers the Metropolis algorithm and its generalizations; gives an introduction to the theory of genetic algorithms; and provides an introduction to evolutionary game theory, including the ESS concept, replicator dynamics, and dynamic probabilistic approaches.",Prerequisite: ECE 3100 or a strong familiarity with discrete probability.,Spring.
130,ECE,4300,Lasers and Optoelectronics,Clifford R Pollock,01:30PM,02:20PM,Phillips Hall 403,"Introduction to the operation, physics, and application of lasers. The course covers diffraction-limited optics, Gaussian beams, optical resonators, the interaction of radiation with matter, stimulated emission, rate equations, and laser design. Examples of coherent radiation to nonlinear optics, communication, and leading-edge research are frequently used.  Course concludes with a lab where students design and then build a laser.",Recommended prerequisite: ECE 3030 or equivalent.,Offered on demand.
131,ECE,4320,Integrated Micro Sensors and Actuators: Bridging the Physical and Digital Worlds,Amit  Lal,02:45PM,04:00PM,Thurston Hall 203,"Introduction to micro and nano devices that allow the digital world to both sense and actuate in the physical world. Design and analysis of modern MEMS/NEMS (Micro/Nano Electromechanical Systems) touch, accelerometers, gyroscopes, pressure, microphones, neural probe sensors. Design and analysis of electrostatic, piezoelectric, thermal, and magnetic actuators for frequency control and micro robotic applications. This is an interdisciplinary course drawing from mechanics, materials, solid state devices, CMOS electronics, and micro and nano fabrication. The students design, fabricate, and test a microsensor chip to implement class concepts.","Prerequisite: ECE 2100 or equivalent, or permission of instructor.",Spring.
132,ECE,4370,Photonics: Fundamentals and Devices,Karan Kartik Mehta,11:25AM,12:40PM,Phillips Hall 219,"Introduction to optical waveguides and photonic devices. Review of optical wave propagation in uniform media and at interfaces. Gaussian beams and diffraction. Modes, dispersion, and fundamental relations/symmetries. Interferometers and resonators. Guided waves in optical fibers and planar dielectric systems. Perturbation theory, coupling of modes, adiabatic variation, and parallels to quantum phenomena. Electro- and acousto-optics. Survey of system applications, including photonic interconnects and quantum technologies. Numerical methods, and project design of planar optical components.",Prerequisite: ECE 3030.,Spring.
133,ECE,4380,Electromagnetic and Optical Metamaterials,Francesco  Monticone,01:00PM,02:15PM,Upson Hall 206,"Introductory Senior-level course on electromagnetic and optical metamaterials. The properties of matter can be molded and tailored on subwavelength spatial scales yielding 'metamaterials' with properties very different from naturally occurring materials, thereby opening up new directions for applications. The course introduces the electromagnetic and optical properties of surface plasmons and polaritons, artificial magnetic materials, negative-index materials, nanostructured optical materials, etc. The course also discusses the applications of these materials in diverse areas including electromagnetic cloaking and invisibility, stealth technologies, optical super-lensing, bio-chemical sensing, conformal optics, meta-surfaces, and non-reciprocal devices.",Prerequisite: ECE 3030 or AEP 3550 or permission of instructor.,Spring.
134,ECE,4520,Power Systems and Market Operations,Lang  Tong,02:45PM,04:00PM,Hollister Hall 368,"Examines the operations of electric power systems, the smart grid, and electricity markets. Topics include modeling of power systems, power flow analysis, economic dispatch, optimal power flow, unit commitments, electricity markets, demand response, smart grid technology, and transactive energy.","Prerequisite: ECE 2100, ECE 3100, ECE 4510 or equivalent.",Spring.
135,ECE,4670,Digital Communication System Design,Peter  Doerschuk,01:00PM,02:15PM,Thurston Hall 203,"The goal of this course is to understand how state-of-the-art digital communication systems are designed and why they are designed in the way they are. The course will cover communication theory, transceiver algorithms that enable reliable communication, wireless channels, and modern communication standards (such as 3GPP LTE and WiFi). The students will design a working audio-band communication system that relies on orthogonal frequency-division multiplexing (OFDM).",Prerequisite: ECE 3100. Recommended prerequisite or corequisite: ECE 3250.,Spring.
136,ECE,4840,Introduction to Controlled Fusion: Principles and Technology,David A. Hammer,11:20AM,12:10PM,Phillips Hall 407,"Introduction to the physical principles and various engineering aspects underlying power generation by controlled fusion. Topics include: fuels and conditions required for fusion power and basic fusion-reactor concepts, fundamental aspects of plasma physics relevant to fusion plasmas and basic engineering problems for a fusion reactor, and an engineering analysis of proposed magnetic and/or inertial confinement fusion-reactor designs.","Prerequisite: ne of the following: PHYS 1112, PHYS 2213, PHYS 2214, or equivalent background in electricity and magnetism and mechanics.",Spring.
137,ECE,4870,Introduction to Radar Remote Sensing,David Lee Hysell,09:05AM,09:55AM,Snee Hall Geological Sci 2146,"Fundamentals of radar, antennas, and remote sensing. Exposes students to the principles underlying the analysis and design of antennas used for communication and for radar-related applications. Students also encounter both a mathematical and a practical description of how radars function, how their performance can be optimized for different applications, and how signals acquired by them can be processed. The objective is to familiarize students with a wide variety of radars rather than turn them into practicing radar engineers. Each topic is developed from basic principles so students with a wide variety of backgrounds are able to take the course. Emphasizes radar applications in geophysics, meteorology and atmospheric sciences, and astronomy and space sciences. Gives special attention to radar remote sensing of the Earth from spacecraft.","Prerequisite: PHYS 2208 or PHYS 2213 or equivalent, or permission of instructor.",Spring.
138,ECE,4910,Principles of Neurophysiology,Bruce Raymond Johnson,10:10AM,11:00AM,Stocking Hall 201,"Laboratory-oriented course designed to teach the concepts and tools of cellular neurophysiology through hands-on experience with extracellular and intracellular electrophysiological techniques, and computer acquisition and analysis of laboratory results. Students explore signal transmission in the nervous system by examining the cellular basis of resting and action potentials, and synaptic transmission and optogenetic control of behavior and physiology. Lecture time is used to review nervous system physiology, introduce laboratory exercises, discuss lab results and primary research papers, and for presentation of additional experimental preparations and methods. Invertebrate preparations are used as model systems.",Prerequisite or corequisite: BIONB 2220.,Spring.
139,ECE,4920,ECE Technical Writing,Van Hunter Adams,,,,"Technical writing aimed at having students write up their ECE projects in a formal fashion, with a view to publication. Projects may be existing, or may be created as part of the independent study, but the writing requirement will match the current College technical writing requirement.",Prerequisite: ECE 4760 or ECE 5760.,"Fall, Spring."
140,ECE,4960,Special Topics in Electrical and Computer Engineering,Kirstin Hagelskjaer Petersen,11:25AM,12:40PM,Phillips Hall 203, ,,Offered on demand.
141,ECE,4980,Supervised Teaching Experience,Aaron B. Wagner,,,,"This course is designed to give qualified undergraduates experience through actual involvement in planning and teaching courses under the supervision of department faculty. Students cannot receive both pay and credit for the same hours of preparation and teaching. Enrollment is with permission of instructor only. One credit of ECE 4980 is equivalent to 5 weekly work hours, including both student contact hours and preparatory/other time.",,Offered on demand.
142,ECE,4990,International Research Internship,Aaron B. Wagner,,,,"Seminar, special interest, or temporary course.",,Offered on demand.
143,ECE,4998,Electrical and Computer Engineering Group Projects,Van Hunter Adams,,,,"Group study, analysis, and, usually, experimental tests in connection with a special engineering project chosen by the students after consultation with the faculty member directing the project. New projects are added upon faculty request. Written progress reports are required.",,"Fall, Spring."
144,ECE,4999,Electrical and Computer Engineering Independent Projects,Mert  Sabuncu,,,,Individual study or directed reading in connection with a special engineering problem chosen by the student after consultation with the faculty member directing the project. An engineering report on the project is required. Students must make individual arrangements with a faculty sponsor.,,"Fall, Spring."
145,ECE,5010,Professional Seminar for M.Eng. Students,Peter G. Jessel,07:30PM,09:00PM,,"This seminar introduces students to professional issues that are important as they begin their professional career. Topics include M.Eng. ECE project options; professional expectations; project planning and management; effective teamwork; technical writing and communications; impact of environmental, economic, and societal constraints in design; entrepreneurship possibilities; and career planning issues.",,Fall.
146,ECE,5090,Principles of Neurophysiology,Bruce Raymond Johnson,10:10AM,11:00AM,Stocking Hall 201,"Laboratory-oriented course designed to teach the concepts and tools of cellular neurophysiology through hands-on experience with extracellular and intracellular electrophysiological techniques, and computer acquisition and analysis of laboratory results. Students explore signal transmission in the nervous system by examining the cellular basis of resting and action potentials, and synaptic transmission. Lecture time is used to review nervous system physiology, introduce laboratory exercises, discuss lab results and primary research papers, and for presentation of additional experimental preparations and methods. Invertebrate preparations are used as model systems.",Prerequisite or corequisite: BIONB 2220.,Spring.
147,ECE,5130,Systems Analysis Behavior and Optimization,Christina Lee Yu,11:25AM,12:40PM,Frank H T Rhodes Hall 253,"This is an advanced course in the application of analytical methodologies and tools to the analysis and optimization of complex systems. On completion of this course, students should be able to use probability and statistics as a modeling and analysis tool for systems exhibiting uncertainty; be able to use algorithms and dynamic programming to model and optimize systems with a recursive structure; be able to use optimization tools to optimize complex systems and tune parameters.","Prerequisite: ENGRD 2700, calculus skills, and familiarity with basic programming in a language such as python, C++, java, matlab, etc.",Spring.
148,ECE,5210,Theory of Linear Systems,Francesca  Parise,02:45PM,04:00PM,Kimball Hall B11,"State-space and multi-input-multi-output linear systems in discrete and continuous time. The state transition matrix, the matrix exponential, and the Cayley-Hamilton theorem. Controllability, observability, stability, realization theory. At the level of Linear Systems by Kailath.","Prerequisite: MAE 3260 or ECE 3250, or permission of instructor. Recommended prerequisite: good background in linear algebra and linear differential equations.",Spring.
149,ECE,5242,Intelligent Autonomous Systems,Daniel Dongyuel Lee,09:40AM,10:55AM,Bloomberg Center 61,"How can intelligent machines perceive, make decisions, and execute their plans in an uncertain, dynamic world? This course will cover algorithms for robotic perception, planning, and control with a focus on real-time adaptation and learning. Students should have prior experience with methods in signal processing and machine learning. Topics covered include probabilistic methods for scene segmentation, multimodal sensory integration, latent variable models for dynamical systems, path planning, and reinforcement learning for motor control.",Recommended prerequisite: CS 5785.,Spring.
150,ECE,5260,Graph-Based Data Science for Networked Systems,Anna  Scaglione,02:45PM,04:00PM,Bloomberg Center 91,"The goal of this course is to introduce data structural and computational models that are indexed by the irregular support of a graph. The graph represents the network that couples the dynamics of many agents, or it can be a more abstract Bayesian graphical model that explains how observations are conditionally dependent. The course will start from introducing basic concepts in graph theory followed by an introduction to random graphs models. This part will be followed by network dynamical models that model the observations from these processes. Bayesian graphical models will be briefly covered as a more general statistical abstraction and computational framework to perform inferences.  The course will then introduce the students to the emerging field of graph signal processing, a theory that generalizes digital and image processing to graph signals.","Prerequisite: linear algebra, probability theory, basic python or MATLAB programming skills.",Spring.
151,ECE,5271,"Evolutionary Processes, Evolutionary Algorithms, Evolutionary Games",David Forbes Delchamps,11:25AM,12:40PM,Hollister Hall B14,"Course addresses a collection of topics relevant to the modeling, analysis, simulation, and optimization of large complex multi-agent systems. Course provides a standalone introduction to discrete-time Markov chains; covers the Metropolis algorithm and its generalizations; gives an introduction to the theory of genetic algorithms; and provides an introduction to evolutionary game theory, including the ESS concept, replicator dynamics, and dynamic probabilistic approaches.",Prerequisite: ECE 3100 or a strong familiarity with discrete probability.,Spring.
152,ECE,5310,Quantum Optics for Photonics and Optoelectronics,Farhan  Rana,02:45PM,04:00PM,Statler Hall 453,"This is a graduate level course on quantum optics. Topics covered include density matrices, semi-classical light matter interactions, Rabi oscillations, electromagnetically induced transparency and interference effects, dressed states, quantization of fields in cavity and free space, properties of photons, field commutation relations, number states, coherent states, quadrature and amplitude-phase squeezed states, vacuum fluctuations, matter-photon interactions, stimulated and spontaneous emission processes, classical/quantum descriptions of photon detection, coherent homodyne and heterodyne detection, coherence functions, cavity quantum optics and microcavity effects in spontaneous emission, cavity quantum optics in strong coupling and weak coupling limits, generation of quantum states of light, phase sensitive and phase insensitive optical amplifiers, parametric amplifiers, fundamental performance limits of optical amplifiers, photon statistics and characteristic functions, laser oscillators, numberand phase characteristics of laser light, parametric oscillators and squeezing, quantum opto-mechanics, opto-mechanical cooling and squeezing, noise penalty in simultaneous detection of two non-commuting field quadratures, bit error rates in optical communication systems, classical and quantum information and information carrying capacity of quantum states of light, quantum communications.","Prerequisite: ECE 3030 or AEP 3560 or equivalent, ECE 4060 or AEP 3620 or equivalent.",Spring.
153,ECE,5320,Integrated Micro Sensors and Actuators: Bridging the Physical and Digital Worlds,Amit  Lal,02:45PM,04:00PM,Thurston Hall 203,"Introduction to micro and nano devices that allow the digital world to both sense and actuate in the physical world. Design and analysis of modern MEMS/NEMS (Micro/Nano Electromechanical Systems) touch, accelerometers, gyroscopes, pressure, microphones, neural probe sensors. Design and analysis of electrostatic, piezoelectric, thermal, and magnetic actuators for frequency control and micro robotic applications. This is an interdisciplinary course drawing from mechanics, materials, solid state devices, CMOS electronics, and micro and nano fabrication. The students design, fabricate, and test a microsensor chip to implement class concepts.","Prerequisite: ECE 2100 or equivalent, or permission of instructor.",Spring.
154,ECE,5380,Electromagnetic and Optical Metamaterials,Francesco  Monticone,01:00PM,02:15PM,Upson Hall 206,"Introductory Senior-level course on electromagnetic and optical metamaterials. The properties of matter can be molded and tailored on subwavelength spatial scales yielding 'metamaterials' with properties very different from naturally occurring materials, thereby opening up new directions for applications. The course introduces the electromagnetic and optical properties of surface plasmons and polaritons, artificial magnetic materials, negative-index materials, nanostructured optical materials, etc. The course also discusses the applications of these materials in diverse areas including electromagnetic cloaking and invisibility, stealth technologies, optical super-lensing, bio-chemical sensing, conformal optics, meta-surfaces, and non-reciprocal devices.",Prerequisite: ECE 3030 or AEP 3550 or permission of instructor.,Spring.
155,ECE,5412,Bayesian Estimation and Stochastic Optimization,Vikram  Krishnamurthy,08:05AM,09:20AM,Phillips Hall 307,"Covers essential topics in high dimensional statistical inference, stochastic optimization, Bayesian statistical signal processing and Markov Chain Monte-Carlo stochastic simulation. The course is four inter-related parts. Part 1 covers the basics of probabilistic models, Markov chain Monte-Carlo simulation and regression with sparsity constraints. Part 2 covers Bayesian filtering including the Kalman filter, Hidden Markov Model filter and sequential Markov chain Monte-Carlo methods such as the particle filter. Part 3 covers maximum likelihood estimation and numerical methods such as the Expectation Maximization algorithm. Part 4 covers stochastic gradient algorithms  and stochastic optimization. The course focuses on the deep fundamental ideas that underpin signal processing, data science and machine learning. The discussion sections will focus on more advanced aspects in statistical inference.",,Spring.
156,ECE,5545,Machine Learning Hardware and Systems,Mohamed  Abdelfattah,09:40AM,10:55AM,Bloomberg Center 81,"This Master's level course will take a hardware-centric view of machine learning systems. From constrained embedded microcontrollers to large distributed multi-GPU systems, we will investigate how these platforms run machine learning algorithms. We will look at different levels of the hardware/software/algorithm stack to make modern machine learning systems possible. This includes understanding different hardware acceleration paradigms, common hardware optimizations such as low-precision arithmetic and sparsity, compilation methodologies, model compression methods such as pruning and distillation, and multi-device federated and distributed training. Through hands-on assignments and an open-ended project, students will develop a holistic view of what it takes to train and deploy a deep neural network.","Prerequisite: Undergraduate ECE/CS degree, programming experience, introductory ML course.",Spring.
157,ECE,5550,Power Systems and Market Operations,Lang  Tong,02:45PM,04:00PM,Hollister Hall 368,"Examines the operations of electric power systems, the smart grid, and electricity markets. Topics include modeling of power systems, power flow analysis, economic dispatch, optimal power flow, unit commitments, electricity markets, demand response, smart grid technology, and transactive energy.","Prerequisite: ECE 2100, ECE 3100, ECE 4510 or equivalent.",Spring.
158,ECE,5555,Stochastic Systems: Estimation and Control,Eilyan  Bitar,02:45PM,04:00PM,Online Meeting,"The problem of sequential decision making in the face of uncertainty is ubiquitous. Examples include: dynamic portfolio trading, operation of power grids with variable renewable generation, air traffic control, livestock and fishery management, supply chain optimization, internet ad display, data center scheduling, and many more.
In this course, we will explore the problem of optimal sequential decision making under uncertainty over multiple stages - stochastic optimal control. We will discuss different approaches to modeling, estimation, and control of discrete time stochastic dynamical systems (with both finite and infinite state spaces) over finite horizons. Solution techniques based on dynamic programming will play a central role in our analysis. Topics include: Fully and Partially Observed Markov Decision Processes, Linear Quadratic Gaussian control, Bayesian Filtering, and Approximate Dynamic Programming. Applications to various domains will be discussed throughout the semester.",Prerequisite: ECE 3100.,Spring.
159,ECE,5670,Digital Communications,Peter  Doerschuk,01:00PM,02:15PM,Thurston Hall 203,"Principles of modeling communication baseband and passband channels. Methods for communicating in the presence of intersymbol interference, noise, channel uncertainty, and asynchrony. Design, in software, of a transmitters and receivers to communicate over audio-band and RF channels.","Prerequisite: ECE 3250, ECE 4110.",Spring.
160,ECE,5710,Datacenter Computing,Christina  Delimitrou,02:45PM,04:00PM,Phillips Hall 403,"The course provides a strong foundation for students to understand the entire system stack in cloud computing systems today, from hardware to OS, resource management, and application frameworks, as well as considerations such as reliability, privacy, and security. The course consists of a mix of lectures and discussions of the latest papers in datacenter design and management. Topics include, but are not limited to: server design, hardware accelerators, cloud OS, cluster management, distributed programming frameworks, microservices, serverless computing, and cloud security and privacy. ","Prerequisite: ECE 4750 or CS 4410 or equivalent courses, or instructor permission. ",Spring.
161,ECE,5720,Introduction to Parallel Computing,Adam Wojciech Bojanczyk,02:45PM,04:00PM,Statler Hall 445,"Course covers introduction to parallel computing in disciplines where parallel computing is required either to solve problems in real time, perform large scale simulations, or analyze big data sets. The course will present essential approaches to parallel solutions for shared memory, distributed memory, and hybrid environments. Students will be expected to design, implement and evaluate application programs using OpenMP, MPI and NVIDIA CUDA systems.","Prerequisite: ECE 2400, ECE 2300, MATH 2940 or equivalents.",Offered on demand.
162,ECE,5725,Design with Embedded Operating Systems,Joseph  Skovira,01:30PM,02:20PM,Upson Hall 142,"Design of microcontroller based systems using embedded Linux. Student teams design and debug example solutions on a target microcontroller (for example, Raspberry Pi) during lab sessions. Emphasis will be on application and Linux programming skills, processor and microcontroller architecture with some discussion of hardware interfaces. Students create a final, end-ofsemester project using the microcontroller platform and development techniques discussed during the semester.",Prerequisite: ECE 3140/CS 3420. Strongly recommended: ECE 3400. Strongly recommended for MAE students: MAE 3780/MAE 3783.,"Fall, Spring."
163,ECE,5745,Complex Digital ASIC Design,Christopher  Batten,01:00PM,02:15PM,Upson Hall 222,"Principles and practices involved in the design, implementation, testing, and evaluation of complex standard-cell ASIC chips using automated state-of-the-art CAD tools. Topics include hardware description languages; CMOS logic, state, and interconnect fundamentals; chip design methodologies; automated cell-based design; CAD algorithms; details of accurately modeling ASIC delay, energy, and area; robustness issues; testing, verification, and debugging; power distribution and clocking; packaging and I/O. Includes a six-week open ended project where small groups of students design, implement, test, and evaluate an interesting technique in computer architecture using functional-, microarchitectural-, registertransfer-, and layout-level modeling.",Prerequisite: ECE 4750.,Spring.
164,ECE,5760,Advanced Microcontroller Design,Van Hunter Adams,12:25PM,01:15PM,Upson Hall 222,"Design of system-on-chip applications. Students working in pairs design, debug, and construct several systems that illustrate the design of embedded processors with custom peripherals running a real-time operating system. The content focuses on laboratory work. The lectures are used primarily for the introduction of examples, description of specific modules to be designed, and instruction in the hardware and high-level design tools to be employed.",Recommended prerequisite: ECE 5725.,Spring.
165,ECE,5772,Autonomous Mobile Robots,Hadas  Kress-Gazit,09:40AM,10:55AM,Hollister Hall 110,"Creating robots capable of performing complex tasks autonomously requires one to address a variety of different challenges such as sensing, perception, control, planning, mechanical design, and interaction with humans. In recent years many advances have been made toward creating such systems, both in the research community (different robot challenges and competitions) and in industry (industrial, military, and domestic robots). This course gives an overview of the challenges and techniques used for creating autonomous mobile robots. Topics include sensing, localization, mapping, path planning, motion planning, obstacle and collision avoidance, and multi-robot control.",,Spring.
166,ECE,5780,Computer Analysis of Biomed Images,Anthony P. Reeves,09:40AM,10:55AM,Phillips Hall 307,"Powerful imaging modalities with attending computer image processing methods are evolving for the evaluation of health and the detection of disease. This course focuses on the quantitative analysis of such images and Computer Aided Diagnosis (CAD), i.e., the automatic identification and classification of abnormalities by the computer.",Prerequisite: ECE 5470 or equivalent.,Spring.
167,ECE,5790,Advanced High-Speed and RF Integrated Circuits,Alyosha Christopher Molnar,11:25AM,12:40PM,Phillips Hall 403,"Principles of analog integrated circuit design in the Giga-Hertz frequency range. This course covers the fundamental understanding of high-frequency circuit building blocks such as low noise amplifiers, mixers, oscillators, phase locked loops, frequency synthesizers, clock and data recoveries, and power amplifiers. Additionally, because some of the traditional microwave building blocks such as transmission lines and distributed circuit elements are essential parts of today's high speed integrated circuits, the course briefly covers them. Throughout the course, a systematic review of advanced wireless and wireline applications is covered. The course emphasizes physical understanding and intuitive design methods as well as qualitative techniques and computer simulations. The course has collaborative class projects, based on real-world problems.",Prerequisite: ECE 4530.,Spring.
168,ECE,5840,Introduction to Controlled Fusion: Principles and Technology,David A. Hammer,11:20AM,12:10PM,Phillips Hall 407,"Introduction to the physical principles and various engineering aspects underlying power generation by controlled fusion. Topics include: fuels and conditions required for fusion power and basic fusion-reactor concepts, fundamental aspects of plasma physics relevant to fusion plasmas and basic engineering problems for a fusion reactor, and an engineering analysis of proposed magnetic and/or inertial confinement fusion-reactor designs.","Prerequisite: one of the following: PHYS 1112, PHYS 2213, PHYS 2214, or equivalent background in electricity and magnetism and mechanics.",Spring.
169,ECE,5880,Energy Seminar II,C. Lindsay Anderson,12:25PM,01:15PM,Kimball Hall B11,"Energy resources, their conversion to electricity or mechanical work, and the environmental consequences of the energy cycle are discussed by faculty members from several departments in the university and by outside experts. Topics include energy resources and economics; coal-based electricity generation; nuclear reactors; solar power; energy conservation by users; and air pollution control.",,Spring.
