,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Median Grade,Semester (Ex: SP21)
378,PHIL,2310,Introduction to Deductive Logic,Harold Hodes,01:30PM,02:20PM,Goldwin Smith Hall 142,"Covers sentential languages, the truth-functional connectives, and their logic; first-order languages, the quantifiers ""every"" and ""some,"" and their logic.",,"Fall, spring.",PHIL 2310,A,SP21
379,PHIL,2310,Introduction to Deductive Logic,Harold Hodes,01:30PM,02:20PM,Goldwin Smith Hall 142,"Covers sentential languages, the truth-functional connectives, and their logic; first-order languages, the quantifiers ""every"" and ""some,"" and their logic.",,"Fall, spring.",PHIL 2310,A-,FA21
380,PHIL,2410,Ethics,Kate Manne,02:45PM,04:00PM,Rockefeller Hall 122,"This will be a lecture course on classic and contemporary work on central topics in ethics. The first third of the course will focus on metaethics: we will examine the meaning of moral claims and ask whether there is any sense in which moral principles are objectively valid. The second third of the course will focus on normative ethics: what makes our lives worth living, what makes our actions right or wrong, and what do we owe to others? The final third of the course will focus on moral character: what is moral praiseworthiness, and how important is it? Can we be held responsible for what we do? When and why?",,Spring.,PHIL 2410,,
381,PHIL,2420,Social and Political Philosophy,David Shoemaker,01:00PM,02:15PM,Rockefeller Hall 122,"This course will examine key issues in social and political philosophy. Topics may include the legitimacy of the state, political obligation, the nature and demands of justice, equality, liberty, and autonomy. Selected readings may be drawn from historical as well as contemporary sources.",,Spring.,PHIL 2420,,
382,PHIL,2540,Introduction to Indian Philosophy,Lawrence McCrea,10:10AM,11:00AM,Sibley Hall 101,"This course will survey the rich and sophisticated tradition of Indian philosophical thought from its beginnings in the speculations of Upanishads, surveying debates between Hindus, Buddhists, Jains and materialistic philosophers about the existence and nature of God and of the human soul, the nature of knowledge, and the theory of language.",,Spring.,PHIL 2540,,
383,PHIL,2830,Introduction to Decision Theory,Theodore Korzukhin,09:40AM,10:55AM,Uris Hall 498,"This course is an introduction to decision theory. Decision theory aims to answer a fundamental normative question: what ought one to do, given what one believes and values. Modern decision theory is a work in progress, with many outstanding issues, so our focus will be on what are sometimes called the philosophical 'foundations' of decision theory. Our discussion will be driven by some concrete problems (Newcomb, Death in Damascus, Sleeping Beauty), and by some general questions (what does practical irrationality consist in? how can one argue in favor of one decision theory or another?).",,Spring.,PHIL 2830,,
384,PHIL,2960,Ethics and the Environment,Juno Parrenas,01:00PM,02:15PM,Klarman Hall KG70,"Politicians, scientists, and citizens worldwide face many environmental issues today, but they are neither simple nor straightforward. Moreover, there are many ways to understand how we have, do, and could value the environment from animal rights and wise use to deep ecology and ecofeminism. This class acquaints students with some of the challenging moral issues that arise in the context of environmental management and policy-making, both in the past and the present. Environmental concerns also highlight important economic, epistemological, legal, political, and social issues in assessing our moral obligations to nature as well as other humans. This course examines various perspectives expressed in both contemporary and historical debates over environmental ethics by exploring four central questions: What is nature? Who counts in environmental ethics? How do we know nature? Whose nature?",,Spring.,PHIL 2960,,
385,PHIL,2990,Foundations of Law and Society,David Bateman,11:25AM,12:40PM,Goldwin Smith Hall 132-HEC Aud,"This course explores the meaning of Law and Society, which is an interdisciplinary study of the interactive nature of legal and social forces. A law and society perspective places law in its historical, social, and cultural context, studying the dynamic way in which law shapes social norms, policy, and institutions, and conversely, the way that social forces shape the law. This Foundations of Law and Society course is structured as a series of four modules, each taught by a faculty member from a different discipline. The modules will introduce students to a range of disciplinary methods and content related to the study of the interaction of law with social, political, and economic institutions and relationships.",,"Fall, Spring.",PHIL 2990,,
386,PHIL,3203,Aristotle,Rachana Kamtekar,11:25AM,12:40PM,Uris Hall 262,"We will study several of Aristotle's major works, including the Categories, Physics, Posterior Analytics, Metaphysics, and Nicomachean Ethics. Topics include nature and change, form and matter, the nature of happiness, the nature of the soul, and knowledge and first principles.","Prerequisite: at least one previous course in philosophy at the 2000 level or above, or permission of the instructor.",Spring.,PHIL 3203,,
387,PHIL,3210,Medieval Philosophy,Scott MacDonald,09:40AM,10:55AM,Uris Hall 204,"A selective survey of Western philosophical thought from the fourth to the 14th century. Topics include the problem of universals, the theory of knowledge and truth, the nature of free choice and practical reasoning, and philosophical theology. Readings (in translation) include Augustine, Boethius, Anselm, Abelard, Aquinas, Scotus, and Ockham. Some attention will be given to the development of ideas across the period and the influence of non-Western traditions on the West.",,Spring.,PHIL 3210,,
388,PHIL,3231,Kant's Ethics,Benjamin Yost,02:45PM,04:00PM,Rockefeller Hall 128,"This course introduces students to Kant's moral philosophy, focusing on his normative ethics. We will pay special attention to how Kant's emphasis on virtue in his later ethical writings enables a response to many of the historical and contemporary criticisms leveled against him. We will also discuss some remaining worries about his theory; for example, those stemming from his rigorism or his views on race and gender.",,Spring.,PHIL 3231,,
389,PHIL,3710,Philosophy of Language,Carlotta Pavese,09:40AM,10:55AM,Goldwin Smith Hall G24,"An introduction to some of the main issues in the philosophy of language. Topics may include names, definite descriptions, belief ascriptions, truth-conditional theories of meaning, pragmatics, and metaphor. Both historical and contemporary readings are considered.",,Spring.,PHIL 3710,,
390,PHIL,3900,Independent Study,Shaun Nichols,,,,To be taken only in exceptional circumstances. Must be arranged by the student with his or her advisor and the faculty member who has agreed to direct the study.,,Fall or Spring.,PHIL 3900,,
391,PHIL,3915,Moral Psychology in Action,Laura Niemi,11:20AM,01:50PM,Warren Hall B02,"Moral Psychology in Action is an applied psychology course for students who want to make a difference in the world through ethical leadership and positive contributions in organizations, and who are drawn to scholarly work on psychology, ethics, and morality.",,,PHIL 3915,,
392,PHIL,4002,Latin Philosophical Texts,Scott MacDonald,02:40PM,04:35PM,Goldwin Smith Hall 320,Reading and translation of Latin philosophical texts.,,"Fall, Spring.",PHIL 4002,,
393,PHIL,4110,Greek Philosophical Texts,Rachana Kamtekar,12:25PM,02:20PM,Goldwin Smith Hall 236,Reading and translation of Greek philosophical texts.,Prerequisite: knowledge of Greek is essential.,"Fall, Spring.",PHIL 4110,,
394,PHIL,4220,Topics in Modern Philosophy,Karolina Hubner,02:40PM,04:35PM,Malott Hall 207,"Advanced discussion of topics or authors in ""modern"" Western philosophy (circa the 17th and 18th centuries).",,Spring.,PHIL 4220,,
395,PHIL,4311,Topics in Logic and the Foundations of Mathematics,Harold Hodes,01:00PM,02:15PM,Goldwin Smith Hall G24,Advanced discussion of a topic in logic or foundational mathematics.,"Prerequisite: PHIL 2310, PHIL 3310/MATH 2810, PHIL 3300/MATH 3840, or permission of instructor. A background in logic is required.",Spring.,PHIL 4311,,
396,PHIL,4490,Feminism and Philosophy,Kate Manne,09:05AM,11:00AM,Stimson Hall G01,"Feminist approaches to questions in metaphysics, epistemology, language, and value theory.",Prerequisite: one philosophy course or one course in feminist theory (FGSS).,Spring.,PHIL 4490,,
397,PHIL,4610,Topics in Epistemology,Nicholas Silins,02:40PM,04:35PM,Rockefeller Hall 104,"An intensive seminar on a special topic in epistemology to be determined by the instructor. Potential topics include: What are the limits of knowledge? What is the extent and nature of our knowledge of our own minds? How do we gain knowledge through particular sources such as perception, testimony, memory, or reasoning? Readings may be drawn from historical or contemporary sources.",,Spring.,PHIL 4610,,
398,PHIL,4720,Pragmatics,Sarah Murray,09:40AM,10:55AM,Morrill Hall 111,"What is the relationship between what words mean and how they are used? What is part of the grammar and what is a result of general reasoning? Pragmatics is often thought of as the study of how meaning depends on the context of utterance. However, it can be difficult to draw a line between pragmatics and semantics. In this course, we will investigate various topics that walk this line, including varieties of linguistic inference (including entailment, presupposition, and implicature), anaphora, indexicals, and speech acts.","Prerequisite: LING 3303 or PHIL 2310, or permission of instructor.",Spring.,PHIL 4720,,
399,PHIL,4901,Informal Study for Honors II,Tad Brennan,,,,"Majors in philosophy may choose to pursue honors in their senior year. Students undertake research leading to the writing of an honors essay by the end of the final semester. Prospective candidates should apply at the Department of Philosophy office, 218 Goldwin Smith Hall.",Prerequisite: PHIL 4900.,Spring.,PHIL 4901,,
400,PHIL,6010,Greek Philosophical Texts,Rachana Kamtekar,12:25PM,02:20PM,Goldwin Smith Hall 236,Reading and translation of Greek Philosophical texts.,Prerequisite: knowledge of Greek is essential.,"Fall, Spring.",PHIL 6010,,
401,PHIL,6020,Latin Philosophical Texts,Scott MacDonald,02:40PM,04:35PM,Goldwin Smith Hall 320,Reading and translation of Latin philosophical texts.,,"Fall, Spring.",PHIL 6020,,
402,PHIL,6030,German Philosophical Texts,M. Kosch,04:45PM,06:15PM,Goldwin Smith Hall 224,"Reading, translation, and English-language discussion of important texts in the German philosophical tradition. Readings for a given term are chosen in consultation with students.",Prerequisite: basic reading (not necessarily speaking) knowledge of German.,"Fall, Spring.",PHIL 6030,,
403,PHIL,6203,Aristotle,Rachana Kamtekar,11:25AM,12:40PM,Uris Hall 262,"We will study several of Aristotle's major works, including the Categories, Physics, Posterior Analytics, Metaphysics, and Nicomachean Ethics. Topics include nature and change, form and matter, the nature of happiness, the nature of the soul, and knowledge and first principles.",,Spring.,PHIL 6203,,
404,PHIL,6210,Topics in Medieval Philosophy,Scott MacDonald,09:40AM,10:55AM,Uris Hall 204,Graduate seminar covering a topic in medieval philosophy.,,"Fall, Spring.",PHIL 6210,,
405,PHIL,6220,Topics in Modern Philosophy,Karolina Hubner,02:40PM,04:35PM,Malott Hall 207,"Advanced discussion of topics or authors in ""modern"" Western philosophy (circa the 17th and 18th centuries).",,Spring.,PHIL 6220,,
406,PHIL,6290,Proseminar in the History of Philosophy,M. Kosch,12:25PM,02:20PM,Rockefeller Hall 102,"An introduction to current research in the history of philosophy primarily through engagement with a variety of presentations of such research by Cornell faculty, visiting scholars, and advanced graduate students doing dissertation-level work. Each seminar meeting will involve a viva voce presentation of a current paper or research project. Students in the course will be expected to engage in both critical discussion of the work presented and reflection on the practices and methodologies exemplified in that work. Advanced graduate students in the course will be expected to present work of their own. Exposure to a variety of scholars and their work and the opportunity for explicit reflection on scholarly practices will enable students to develop and refine their own research in the history of philosophy.",,Fall or Spring.,PHIL 6290,,
407,PHIL,6311,Topics in Logic and the Foundations of Mathematics,Harold Hodes,01:00PM,02:15PM,Goldwin Smith Hall G24,Advanced discussion of a topic in logic or foundational mathematics.,,Spring.,PHIL 6311,,
408,PHIL,6410,Seminar in Ethics and Value Theory,Emad Atiq,02:40PM,04:35PM,Goldwin Smith Hall G20,Graduate seminar covering a topic in ethics and value theory.,,"Fall, Spring.",PHIL 6410,,
409,PHIL,6450,Humor and Morality,David Shoemaker,04:30PM,06:30PM,Morrill Hall 102,"This course will be about the surprising and complicated ways that morality and humor bear on one another. The focus will be on interpersonal humor (banter, teasing, mockery, leg-pulling, etc.) that raises serious moral questions, as it may well involve deception, cruelty, or stereotyping. Humor can hurt, exclude, and divide. Considering its occasional immorality, should we continue to engage in it? This is, surprisingly, a new area of exploration. We will explore literature that can help us to start thinking about the topic on our own, literature that is at least in the general vicinity (what literature on humor there is is just about jokes). It comes from a variety of disciplines, including aesthetics, psychology, metaethics, linguistics, emotion theory, and normative ethics.",,Fall or Spring.,PHIL 6450,,
410,PHIL,6490,Feminism and Philosophy,Kate Manne,09:05AM,11:00AM,Stimson Hall G01,"Feminist approaches to questions in metaphysics, epistemology, language, and value theory.",,Spring.,PHIL 6490,,
411,PHIL,6610,Topics in Epistemology,Nicholas Silins,02:40PM,04:35PM,Rockefeller Hall 104,"An intensive seminar on a special topic in epistemology to be determined by the instructor. Potential topics include: What are the limits of knowledge? What is the extent and nature of our knowledge of our own minds? How do we gain knowledge through particular sources such as perception, testimony, memory, or reasoning? Readings may be drawn from historical or contemporary sources.",,Spring.,PHIL 6610,,
412,PHIL,6713,Philosophy of Language,Carlotta Pavese,09:40AM,10:55AM,Goldwin Smith Hall G24,"An introduction to some of the main issues in the philosophy of language. Topics may include names, definite descriptions, belief ascriptions, truth-conditional theories of meaning, pragmatics, and metaphor. Both historical and contemporary readings are considered.",,Spring.,PHIL 6713,,
413,PHIL,6720,Pragmatics,Sarah Murray,09:40AM,10:55AM,Morrill Hall 111,"What is the relationship between what words mean and how they are used?  What is part of the grammar and what is a result of general reasoning?  Pragmatics is often thought of as the study of how meaning depends on the context of utterance.  However, it can be difficult to draw a line between pragmatics and semantics.  In this course, we will investigate various topics that walk this line, including varieties of linguistic inference including entailment, presupposition, and implicature), anaphora, indexicals, and speech acts.","Prerequisite: LING 3303 or LING 6425, or permission of instructor.",Spring.,PHIL 6720,,
414,PHIL,6731,Semantics II,Mats Rooth,02:45PM,04:00PM,Morrill Hall 110,"Uses the techniques introduced in Semantics I to analyze linguistic phenomena, including quantifier scope, ellipsis, and referential pronouns. Temporal and possible worlds semantics are introduced and used in the analysis of modality, tense, and belief sentences. The phenomena of presupposition, indefinite descriptions, and anaphora are analyzed in a dynamic compositional framework that formalizes the idea that sentence meaning effects a change in an information state.",Prerequisite: PHIL 6730 or permission of instructor.,Spring.,PHIL 6731,,
415,PHIL,7000,Informal Study,David Shoemaker,,,,Independent study for graduate students only.,,Fall or Spring.,PHIL 7000,,
416,AAS,1100,Introduction to Asian American Studies,Derek Chang,09:40AM,10:55AM,Rockefeller Hall 132,"This interdisciplinary course offers an introduction to the study of Asian/Pacific Islanders in the U.S. This course will examine, through a range of disciplines (including history, literary studies,&amp;nbsp;film/media, performance, anthropology, sociology), issues and methods that have emerged from Asian American Studies since its inception in the late 1960s, including the types of research questions and methods that the study of Asians &amp; Pacific Islander peoples in the U.S. as well as politics and historical relations in the Asia/Pacific region have to offer. In this course, we will pay particular attention to the role of culture and its production in documenting histories, formulating critical practices, and galvanizing political efforts. Topics and themes include: war &amp; empire; queer &amp; feminist lives and histories; refugee, adoptees, transnational families, and other forms of kinship &amp; belonging; anti-Asian violence; settler colonialism and postcolonial critique.",,Spring.,AAS 1100,,
417,AAS,2620,Introduction to Asian American Literature,Sunn Wong,11:25AM,12:40PM,Goldwin Smith Hall 142,"This course will introduce both a variety of writings by Asian North American authors and some critical issues concerning the production and reception of Asian American texts. Working primarily with novels, we will be asking questions about the relation between literary forms and the socio-historical context within which they take on their meanings, and about the historical formation of Asian American identities.",,Spring.,AAS 2620,,
418,AAS,3030,Asians in the Americas: A Comparative Perspective,Viranjini Munasinghe,02:45PM,04:00PM,McGraw Hall B65,"The common perception of ethnicity is that it is a natural and an inevitable consequence of cultural difference. Asians overseas, in particular, have won repute as a people who cling tenaciously to their culture and refuse to assimilate into their host societies and cultures. But, who are the Asians? On what basis can we label Asians an ethnic group? Although there is a significant Asian presence in the Caribbean, the category Asian itself does not exist in the Caribbean. What does this say about the nature of categories that label and demarcate groups of people on the basis of alleged cultural and phenotypical characteristics? This course will examine the dynamics behind group identity, namely ethnicity, by comparing and contrasting the multicultural experience of Asian populations in the Caribbean and the United States. Ethnographic case studies will focus on the East Indian and Chinese experiences in the Caribbean and the Chinese, Korean, Japanese, Filipino, and Indian experiences in the United States.",,Spring.,AAS 3030,,
419,AAS,4020,U.S. Cultures of War and Empire,Christine Balance,11:20AM,01:50PM,Sibley Hall B12,"This course examines the history and afterlives of U.S. war and empire across the Asia/Pacific region and the politics they engender for Asian/Pacific Americans. Since the Philippine American war (1898-1904), the overthrow of Queen Liliuokalani's monarchy (1893) and the subsequent annexation of the Hawaiian Islands (1898), the 20th century has been constituted by U.S. wars and colonial conquests across the Asia/Pacific region. From South Korea to Vietnam, Japan to Cambodia, Laos to Okinawa, U.S. presence has been felt in ""hot wars"" as well as Cold War discourse, in the U.S. military-industrial complex and its socio-political, cultural and environmental impact within the region. Reckoning with this global U.S. history, students will better understand Asian/Pacific Islander racialization in the U.S. At the same time, we will reckon with Black, indigenous, and Latinx racialization through and against U.S. wars and militarism in Asia. Course themes include: critical refugee studies, U.S. militarism &amp; gender, settler colonialism, transpacific critique, the politics of memory and post-memory.",,Spring.,AAS 4020,,
420,AAS,4550,Race and the University,Derek Chang,01:30PM,04:30PM,Goldwin Smith Hall 122,"What is a university, what does it do, and how does it do it? Moving out from these more general questions, this seminar will focus on a more specific set of questions concerning the place of race within the university. What kinds of knowledge are produced in the 20th- century U.S. university? Why is it, and how is it, that certain knowledge formations and disciplines come to be naturalized or privileged within the academy? How has the emergence of fields of inquiry such as Ethnic Studies (with an epistemological platform built on the articulations of race, class and gender) brought to the fore (if not brought to crisis) some of the more vexing questions that strike at the core of the idea of the university as the pre-eminent site of disinterested knowledge? This seminar will give students the opportunity to examine American higher education's (particularly its major research institutions) historical instantiation of the relations amongst knowledge, power, equality and democracy.",,Spring.,AAS 4550,,
421,AAS,4950,Independent Study,Sunn Wong,,,,Independent reading course in topics not covered in regularly scheduled courses. Students select a topic in consultation with the faculty member who has agreed to supervise the course work.,,"Fall, Spring.",AAS 4950,,
422,AAS,6020,U.S. Cultures of War and Empire,Christine Balance,11:20AM,01:50PM,Sibley Hall B12,"This course examines the history and afterlives of U.S. war and empire across the Asia/Pacific region and the politics they engender for Asian/Pacific Americans. Since the Philippine American war (1898-1904), the overthrow of Queen Liliuokalani's monarchy (1893) and the subsequent annexation of the Hawaiian Islands (1898), the 20th century has been constituted by U.S. wars and colonial conquests across the Asia/Pacific region. From South Korea to Vietnam, Japan to Cambodia, Laos to Okinawa, U.S. presence has been felt in ""hot wars"" as well as Cold War discourse, in the U.S. military-industrial complex and its socio-political, cultural and environmental impact within the region. Reckoning with this global U.S. history, students will better understand Asian/Pacific Islander racialization in the U.S. At the same time, we will reckon with Black, indigenous, and Latinx racialization through and against U.S. wars and militarism in Asia. Course themes include: critical refugee studies, U.S. militarism &amp; gender, settler colonialism, transpacific critique, the politics of memory and post-memory.",,Spring.,AAS 6020,,
423,AEM,1200,Introduction to Business Management,Stephen Sauer,11:25AM,12:40PM,Kennedy Hall 116-Call Aud,"Provides an overview of management and business. Human resource, marketing, finance, and strategy concerns are addressed with consideration paid to current issues such as technological innovation and its impact on operations, globalization, ethics, teamwork, leadership, and entrepreneurship. Opportunity to deliver an integrative group project.",,"Spring, Summer.",AEM 1200,,
424,AEM,1500,An Introduction to the Economics of Environmental and Natural Resources,Catherine Kling,02:40PM,03:30PM,Warren Hall 175,"This course provides an introduction to the economic foundations for public decision-making regarding environmental quality and natural resources. Emphasis is placed on how basic tools of economic analysis can be used to identify sources of environmental problems and solutions to these problems. Topics to be covered include ""individual hand"" concepts underlying market success, market failure with particular focus on public goods and externalities, benefit-cost analysis and non-market valuation, incentive-based policies for controlling pollution, and economic aspects of renewable and non-renewable resources.",,Spring.,AEM 1500,,
425,AEM,2000,Contemporary Controversies in the Global Economy,Chris Barrett,11:20AM,12:10PM,Warren Hall B75,"This course aims to stimulate critical thinking, economic reasoning, and cogent writing about contemporary controversies that attract regular attention in the international press and among key private and public sector decision-makers. Students read and discuss competing arguments about current issues such as morally questionable market exchange among willing buyers and sellers, immigration policy, foreign aid, sovereign debt forgiveness, regulating genetically modified foods, etc. Students write, edit, and rewrite short briefing papers which are evaluated for quality of communication as well as subject matter content.",Prerequisite: ECON 1110. Recommended prerequisite: ECON 1120.,Spring.,AEM 2000,,
426,AEM,2010,Spreadsheet Modeling for Management and Economics,Reza Moghimi,01:00PM,02:15PM,Malott Hall 406,"This course will place a strong emphasis on applied decision making in the business world using Excel as a business analytics tool. This is not just a ""how to use Excel"" course. We will cover the theory behind our decisions and apply the tools and methods to various business scenarios throughout the semester. Understanding the value of such skills, this course will introduce students to methods used to navigate tools and applications, or typical business scenarios where such capabilities can be leveraged in business. Students dedicated to success in this course can expect to achieve an intermediate to advanced knowledge of business analytic skills and Excel. Students will enjoy a thorough exposure to real world applications and learn to demonstrate these new capabilities in a business environment. AEM 2010 will help students understand the dynamics of using Excel to solve optimization problems, forecast future outcomes using assumptions and projections, and evaluate problems that involve uncertainty in order to inform business strategy and quantitative decision-making. In business analytic vernacular, students will learn to leverage descriptive, predictive and prescriptive analytic methods using data. The course also covers Text Management and Analytics.",,"Fall, Spring.",AEM 2010,A-,FA21
427,AEM,2015,The Business Case for Diversity and Inclusion,Jennifer Majka,09:40AM,10:55AM,Warren Hall B50,"Diversity is everywhere. But research and experience show diversity alone does not produce better results. To reap the benefits of diversity, organizational leaders must understand and be prepared to address the challenges of our diverse, interconnected world. One academically proven way to maximize the benefits differences bring to organizations is to combine diversity with cultural intelligence (CQ), the capability to relate and work effectively in culturally diverse situations. This course is designed to cultivate a theoretical and practical understanding and application of the business case for diversity and inclusion, and help develop cultural intelligence for working successfully in today's diverse, globalized reality. This course combines conceptual and experiential approaches to diversity and inclusion in organizations through exercises, case studies, discussions, readings, videos, guest speakers, and group work.",,Spring.,AEM 2015,,
428,AEM,2020,"Better Decisions for Life, Love and Money",Robert Frank,01:00PM,02:15PM,Statler Hall 185-Aud,"Effective judgments and decisions are critical to success in every avenue of life. This course will explore research on the principles of sound judgment and decision making, and on the ways in which people's judgments and decisions are prone to bias and error. The course aims to improve students' critical thinking skills and to enable them to make better judgments and decisions in an increasingly complicated world. The course is taught by a team of psychologists and economists who draw on recent research in psychology and behavioral economics that can benefit the lives of students.",,Spring.,AEM 2020,,
429,AEM,2025,Work and Well-Being,Laura Niemi,09:40AM,10:55AM,Morrison Hall 334,"What is the good life? Is it more than personal achievement, excellent health, and contentment? This course examines well-being in the context of work, with a focus on a sometimes-neglected aspect of the good life: doing good by contributing to the well-being of others and the planet. In this class, students will discover frameworks from social and moral psychology that help them identify their own ethical beacons, or what ""really matters"" (e.g., sustainability; reducing inequality), and develop a crucial skill in management: self-awareness. Through a combination of reflection and critical analysis of theory and research findings, students will build a practical understanding of a range of topics related to well-being at work, including meaning, authenticity, workplace culture, stress and burn-out, and organizational and personal values. At the same time, students will have the opportunity to envision a blueprint for their own future work as ethical leaders.",,Spring.,AEM 2025,,
430,AEM,2050,Introduction to Agricultural Finance,Christopher Wolf,11:25AM,12:40PM,Warren Hall 150,"Introductory course which provides an overview of principles and practices of agricultural and development finance, from the perspectives of the business owner, lender, and policymaker. Topics include sources of capital, financing entry into agriculture, financial analysis, capital management, financial statements, credit instruments, loan analysis, and financial risk. Applications in farm investments, the Farm Credit System, crop insurance, and risk management.",Recommended prerequisite: MATH 1110 and/or AEM 2100 and/or a course in economics.,Spring.,AEM 2050,,
431,AEM,2210,Financial Accounting,Marquise Riley,11:25AM,12:40PM,Warren Hall B25,"Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments.",,"Fall, Winter, Spring, Summer.",AEM 2210,A,SP21
432,AEM,2210,Financial Accounting,Marquise Riley,11:25AM,12:40PM,Warren Hall B25,"Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments.",,"Fall, Winter, Spring, Summer.",AEM 2210,B+,FA21
433,AEM,2220,Foundational Perspectives and Contemporary Issues in Entrepreneurship,Robert Karpman,11:25AM,12:40PM,Caldwell Hall 100,"This course aims to introduce students to foundational theories and contemporary issues pertaining to entrepreneurship. A primary objective of this course is to broaden students' perspectives on entrepreneurship and the myriad ways that entrepreneurial activity contributes to innovation, economic growth, and society. Students will be introduced to foundational thinking, leading-edge research and key frameworks that address central questions of entrepreneurship. In addition, this course will help students develop a deeper understanding of their own interest in entrepreneurship and how it will help them to advance their careers.",,"Fall, Spring.",AEM 2220,,
434,AEM,2225,Financial Accounting For Dyson Majors,Marquise Riley,01:00PM,02:15PM,Malott Hall 251,"Comprehensive introduction to financial accounting concepts and applications. Focuses primarily on recording and communicating financial information for use by external users such as investors, creditors and regulators, and is intended to provide a basic understanding of the accounting cycle, elements of financial statements, Generally Accepted Accounting Principles, and financial statement interpretation. Topics include accounting for inventory, receivables, depreciation, bonds, equity, and cash flows.",,"Fall, Spring.",AEM 2225,,
435,AEM,2240,Finance for Dyson Majors,Jawad Addoum,09:40AM,10:55AM,Warren Hall 151,"Focuses on the mathematics of finance, valuation, and the economics of managerial decisions, corporate financial policy, risk management, and investments. Topics include the time value of money, bond and stock valuation, capital-budgeting decisions, financing alternatives, the cost of capital and the capital-structure decision, distribution policy, mergers and acquisitions and restructuring, options, forward and futures contracts, market efficiency and market anomalies, strategies of successful investors, and personal finance.","Prerequisite: AEM 2100, AEM 2200 and AEM 2225, or equivalents.",Spring.,AEM 2240,A+,SP21
436,AEM,2241,Finance,Rich Curtis,01:00PM,02:15PM,Warren Hall 151,"This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance.","Prerequisite: AEM 2100, AEM 2210, or equivalents.","Fall, Spring.",AEM 2241,A-,FA21
437,AEM,2300,International Trade and Finance,Arnab Basu,07:30PM,10:00PM,Warren Hall B25,"One-semester introduction to international economic principles and issues. Begins by surveying key topics such as the elements of comparative advantage, tariff and nontariff barriers, and multilateral institutions. The second part of the course treats selected topics in international finance, including exchange rates, balance of payments, and capital markets. Discusses current issues such as the effects of trade liberalization, trade and economic growth, and instability in international capital markets. Designed as a less technical introduction to concepts developed at a more advanced level in AEM 4300 and ECON 4510-ECON 4520.",Prerequisite: ECON 1110. Recommended Prerequisite: ECON 1120.,Spring.,AEM 2300,,
438,AEM,2310,Business and Economics of Food,Bradley Rickard,09:40AM,10:55AM,M Van Rensselaer Hall G155,"This course will examine the food system from an economic and business perspective. In the first part of the course, students will study the key economic and regulatory elements that affect the production of food. The second section will focus on the business aspects of food and beverage processing, distribution and retailing, and the material in the final section will focus on a range of contemporary business and economic issues that are relevant to consumers of food and beverages.",Prerequisite: ECON 1110.,Spring.,AEM 2310,,
439,AEM,2420,Marketing for Dyson Majors,Suzanne Shu,02:45PM,04:00PM,Kennedy Hall 116-Call Aud,"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including targeting and positioning, and how to price, promote, and distribute goods and services. Marketing applications from various companies are presented and analyzed via multiple case discussions and field projects.",,Spring.,AEM 2420,A-,SP21
440,AEM,2480,Food and Consumer Packaged Goods Industry Dynamics,Daniel Hooker,11:25AM,12:40PM,Riley-Robb Hall 125,"Covers merchandising principles and practices as they apply to food industry situations. Examines the various elements of merchandising such as buying, pricing, advertising, promotion, display, store layout, profit planning and control, and merchandising strategy. Considers the consequences of food industry trends and initiatives for other industry members, public policy makers, and consumers.",Prerequisite: AEM 2200 and AEM 2420 or equivalents.,Spring.,AEM 2480,,
441,AEM,2601,Strategy,Sarah Wolfolds,09:40AM,10:55AM,Warren Hall B75,"This course analyzes the sources of firms' competitive advantage and develops the knowledge and skills necessary to be an effective strategy analyst. The course is grounded in microeconomic concepts taught in AEM 2600 in terms of discipline, and draws from corporate finance, marketing, human resource management and organization science. This course uses both lecture, discussion and case studies to encourage students to develop skills in formulating strategy in a practical context.","Prerequisite: ECON 1110, MATH 1110.",Spring.,AEM 2601,A-,SP21
442,AEM,2700,Management Communication,Jim Stafford,08:05AM,09:20AM,Warren Hall 150,"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises.",,"Fall, Spring.",AEM 2700,A,
443,AEM,2700,Management Communication,Jim Stafford,08:05AM,09:20AM,Warren Hall 150,"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises.",,"Fall, Spring.",AEM 2700,A-,FA21
